Objection Status,First Contact Date,Nationality,Main Contact Platform,Lead Quality,Service,Ad Source,Objection Type,Quote_English,Nationality_Category
Unsolved,2026-02-17,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,ad_id.120235943617020078,Processing Time,Is there any way to get in 1/2 days?,Non-Khmer
Unsolved,2026-02-18,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Employme - Out Of Scope,Can I get a Hong Kong working visa?,Non-Khmer
Unsolved,2026-02-21,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-02-22,FOR,Facebook - Explorer Travel Agency,Lost,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Convenience / Location,"Because I am a little far from your office, it will take me some time to get there",Non-Khmer
Unsolved,2026-02-20,FOR,Facebook - Explorer Travel Agency,Lost,VISA-KR | TOU | SIN-V90D-DIS | E | FOR,DM,Documentation,Employment letter is no because I am freelancer designer,Non-Khmer
Unsolved,2026-02-17,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Documentation,I have a visa but I do not have a bank statement and work permit,Non-Khmer
Unsolved,2026-02-22,FOR,Facebook - Explorer Travel Agency,Lost,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Comparison / Competitor Claim,"I mean, since it costs so much money, we also arrange the money",Non-Khmer
Unsolved,2026-02-20,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-02-17,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,I don't have a Cambodia work permit.,Non-Khmer
Unsolved,2026-02-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA - EU | SVS(C) | DIS - DIS - DIS | S | FOR,ad_id.120235943617020078,Employme - Out Of Scope,"I need a work permit visa for Europe, any country.",Non-Khmer
Unsolved,2026-02-23,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-02-23,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Employme - Out Of Scope,I would like to know if you help foreigners get work in Australia?,Non-Khmer
Unsolved,2026-02-16,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Employme - Out Of Scope,I don't have a work permit 2026 in Cambodia,Non-Khmer
Unsolved,2026-02-22,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Employme - Out Of Scope,Can you give me work permit to Australia?,Non-Khmer
Unsolved,2026-02-25,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-02-24,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,I don't have a valid visa.,Non-Khmer
Unsolved,2026-02-10,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE02|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-02-24,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM03|AU1-F,Employme - Out Of Scope,I am currently in Cambodia and want to go work in Australia.,Non-Khmer
Unsolved,2026-01-26,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE02|AU1-F,Employme - Out Of Scope,Can I go on a work visa?,Non-Khmer
Unsolved,2026-02-24,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Do you have any work visa?,Non-Khmer
Unsolved,2026-02-26,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM03|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-02-25,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM03|AU1-F,Employme - Out Of Scope,I want only Australian visa work permit,Non-Khmer
Unsolved,2026-02-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM03|AU1-F,Documentation,I have some documents problem,Non-Khmer
Unsolved,2026-03-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Price,I want to apply for a visa to Cambodia for the new year.,Non-Khmer
Unsolved,2026-03-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Employme - Out Of Scope,I need a working visa for Hongkong,Non-Khmer
Unsolved,2026-03-04,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,VF009C1 - TAFVHK01,Employme - Out Of Scope,But I want to go for work.,Non-Khmer
Unsolved,2026-03-07,FOR,Webapp,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,DM,Documentation,I don't have a bank statement,Non-Khmer
Unsolved,2026-03-07,FOR,Webapp,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,DM,Employme - Out Of Scope,Do you provide work visa for any country for Bangladeshi people?,Non-Khmer
Unsolved,2026-03-07,FOR,Webapp,Lost,VISA-TH | TOU | SIN-V90D-60D | E | FOR,DM,Risk / Guarantee Concerns,I just wanted a guarantee visa instead of getting a refusal after waiting and wasting 7 days.,Non-Khmer
Unsolved,2026-03-07,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-KR | TOU | SIN-V90D-DIS | E | FOR,AUSTM05|AU1-F,Employme - Out Of Scope,Visit visa can convert work permit?,Non-Khmer
Unsolved,2026-03-07,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Employme - Out Of Scope,I want to go to Japan for work purposes,Non-Khmer
Unsolved,2026-01-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-01-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,ad_id.120235943617020078,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2025-12-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-CA | TOU | DIS-DIS-DIS | S | FOR,CANTM02 | #C01-K,Price,Why so expensive brother?,Non-Khmer
Unsolved,2026-01-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Employme - Out Of Scope,I want to go to China for work on a company visa.,Non-Khmer
Unsolved,2025-12-30,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,"Brother, I don't have an employment letter",Non-Khmer
Unsolved,2026-01-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,"No, I don't have a bank statement.",Non-Khmer
Unsolved,2026-01-07,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,ad_id.120218483048450078,Employme - Out Of Scope,Which country can I go to work in Hijel from Cumbria?,Non-Khmer
Unsolved,2026-01-10,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-01-09,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Trust,"Sorry sir, I can't pay the money yet, After the visa processing and when I received the visa, I will pay. I cannot pay any money in advance.",Non-Khmer
Unsolved,2026-01-11,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,ad_id.120218483048450078,Employme - Out Of Scope,Do you have a working visa?,Non-Khmer
Unsolved,2026-03-07,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Trust,I think everything is fake,Non-Khmer
Unsolved,2026-03-07,FOR,Webapp,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,DM,Documentation,"No, I don't have a bank statement.",Non-Khmer
Unsolved,2026-03-07,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-03-07,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Employme - Out Of Scope,Can I get a work visa for any European country?,Non-Khmer
Unsolved,2026-03-08,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-01-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,I don't have a very good flow of bank statement.,Non-Khmer
Unsolved,2026-01-09,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA - EU | SVS(C) | DIS - DIS - DIS | S | FOR,VF009M1 - TAFVHK01,Trust,"You work first, then I'll pay you.",Non-Khmer
Unsolved,2026-01-08,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009C1 - TAFVHK01,Documentation,"No, I still don’t have a bank account.",Non-Khmer
Unsolved,2026-03-07,FOR,Facebook - Explorer by SL,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Employme - Out Of Scope,What paperwork do I need to submit in order to apply for an Australian work permit?,Non-Khmer
Unsolved,2026-03-12,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Documentation,I don’t have a bank statement,Non-Khmer
Unsolved,2026-03-12,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Documentation,But I don’t have a bank statement,Non-Khmer
Unsolved,2026-02-28,FOR,Telegram - DM,Converted,VISA-MY | TOU | SIN-V180D-DIS | E | FOR,DM,Processing Time,Everything very slow,Non-Khmer
Unsolved,2026-01-18,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Employme - Out Of Scope,I can apply for a working visa?,Non-Khmer
Unsolved,2026-01-14,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,DM,Risk / Guarantee Concerns,I mean can I get visa 100% sure?,Non-Khmer
Unsolved,2026-01-18,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Employme - Out Of Scope,Can I get a direct work visa from Cambodia to Japan?,Non-Khmer
Unsolved,2025-08-07,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009C1 - TAFVHK01,Employme - Out Of Scope,Can I apply for a work permit visa by converting my Hong Kong visit visa?,Non-Khmer
Unsolved,2026-02-17,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Documentation,But I don't have a bank statement yet,Non-Khmer
Unsolved,2026-01-15,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Employme - Out Of Scope,I want to go to Japan on a work permit visa.,Non-Khmer
Unsolved,2025-12-05,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009C1 - TAFVHK01,Documentation,Many documents needed but I have no many documents.,Non-Khmer
Unsolved,2025-11-27,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Trust,No I can pay double after visa but before visa never give any single penny,Non-Khmer
Unsolved,2026-01-25,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009C1 - TAFVHK01,Employme - Out Of Scope,Can a Bangladeshi passport get a work visa?,Non-Khmer
Unsolved,2026-01-24,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009C1 - TAFVHK01,Employme - Out Of Scope,Do you issue work visas?,Non-Khmer
Unsolved,2026-01-25,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF008C1 - TAFVJ01,Documentation,No have bank statement in Cambodia.,Non-Khmer
Unsolved,2026-03-12,FOR,Webapp,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,DM,Employme - Out Of Scope,"Actually, I want to go to work.",Non-Khmer
Unsolved,2026-01-26,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Can you process any visa with a work permit?,Non-Khmer
Unsolved,2026-01-26,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,How to go working in Japan?,Non-Khmer
Unsolved,2025-12-26,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Processing Time,Too much slow service.,Non-Khmer
Unsolved,2026-01-29,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Can I work there too?,Non-Khmer
Unsolved,2026-02-19,FOR,Facebook - Explorer Travel Agency,Lost,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Trust,"You can show your office's license number to see if your office is affiliated with the government, because there are many people these days who lie about their work.",Non-Khmer
Unsolved,2025-12-15,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Employme - Out Of Scope,Not tourist visa. Have any opportunity of Work permit visa in Hong Kong?,Non-Khmer
Unsolved,2026-01-29,FOR,Facebook - Explorer Travel Agency,Lost,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,Sir I Don't have 2026 work permit,Non-Khmer
Unsolved,2026-01-30,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,How can you get a Japan work permit visa? I am Bangladeshi and now live in Cambodia.,Non-Khmer
Unsolved,2025-12-25,FOR,Facebook - Explorer Travel Agency,Lost,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,"I have an ABA Bank account but I don't think there are any transactions for three months, $4,000. Will it be a problem for me if it's less?",Non-Khmer
Unsolved,2025-01-26,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Risk / Guarantee Concerns,Does Visa have a guarantee or not?,Non-Khmer
Unsolved,2026-01-27,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Can I get work permit visa from any European countries?,Non-Khmer
Unsolved,2026-01-22,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,DM,Lack of Understanding,What is the difference between E visa & Sticker visa?,Non-Khmer
Unsolved,2025-03-27,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,ad_id.120218483048450078,Documentation,I don't have these documents.,Non-Khmer
Unsolved,2026-02-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Do you have work visa?,Non-Khmer
Unsolved,2026-03-13,FOR,Webapp,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,DM,Employme - Out Of Scope,I have all of the WAT format visas but I will go to Australia and work and stay in Cambodia.,Non-Khmer
Unsolved,2025-09-14,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Documentation,I have no bank statement.,Non-Khmer
Unsolved,2026-02-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Can I go to work in Japan?,Non-Khmer
Unsolved,2026-02-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,I am in Cambodia. Can I go to Japan using a work visa?,Non-Khmer
Unsolved,2026-03-13,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTC01 | #A01-K,Employme - Out Of Scope,Work visa?,Non-Khmer
Unsolved,2026-02-05,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Work visa?,Non-Khmer
Unsolved,2026-03-14,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Employme - Out Of Scope,Work visa?,Non-Khmer
Unsolved,2026-03-13,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Documentation,I have traveled to four countries including Cambodia and I have no bank balance.,Non-Khmer
Unsolved,2026-03-14,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Employme - Out Of Scope,I can’t apply business visa or working visa?,Non-Khmer
Unsolved,2026-03-12,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM02 | #A01-K,Documentation,I don’t have an employment letter but I have a visa and work permit.,Non-Khmer
Unsolved,2026-03-15,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM02 | #A01-K,Employme - Out Of Scope,"Yes, I go to Australia on a work visa.",Non-Khmer
Unsolved,2026-03-16,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM02 | #A01-K,Documentation,I don't have a bank statement.,Non-Khmer
Unsolved,2026-02-15,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Employme - Out Of Scope,I want a working visa.,Non-Khmer
Unsolved,2026-02-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Can I go to Japan using a work visa?,Non-Khmer
Unsolved,2026-02-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Employme - Out Of Scope,Do you also do a working visa for other countries?,Non-Khmer
Unsolved,2026-02-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Documentation,I don’t have business and job offer letter.,Non-Khmer
Unsolved,2026-02-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-CA | TOU | DIS-DIS-DIS | S | FOR,DM,Employme - Out Of Scope,"So, what about work visa?",Non-Khmer
Unsolved,2026-02-04,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,I need work permit visa.,Non-Khmer
Unsolved,2026-03-17,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Documentation,We don't have a bank statement because we did not open an account here,Non-Khmer
Unsolved,2026-02-09,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Employme - Out Of Scope,How to go to Hong Kong for work?,Non-Khmer
Unsolved,2026-02-04,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Employme - Out Of Scope,Can you help me go abroad on a job/work visa?,Non-Khmer
Unsolved,2026-02-05,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,​DM,Employme - Out Of Scope,So can it work?,Non-Khmer
Unsolved,2026-02-05,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,To which countries do you send people on work visas?,Non-Khmer
Unsolved,2026-02-06,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Working visa you have also?,Non-Khmer
Unsolved,2026-02-07,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-CN | TOU | SIN-V90D-30D | S | FOR,VF009M1 - TAFVHK01,Price,Sorry it’s very expensive,Non-Khmer
Unsolved,2026-02-07,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-CN | TOU | SIN-V90D-30D | S | FOR,VF009M1 - TAFVHK01,Employme - Out Of Scope,Do you have China work visa?,Non-Khmer
Unsolved,2026-01-18,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Will I find work in Hong Kong?,Non-Khmer
Unsolved,2025-08-05,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,​DM,Documentation,I do not have documents.,Non-Khmer
Unsolved,2026-02-10,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE02|AU1-F,Documentation,I don’t have any authentic paper.,Non-Khmer
Unsolved,2026-02-09,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Employme - Out Of Scope,Can you provide the working visa?,Non-Khmer
Unsolved,2026-02-11,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM03|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-02-11,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM02 | #A01-K,Employme - Out Of Scope,Can you help me apply for the employment visa to Australia?,Non-Khmer
Unsolved,2026-02-11,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM02 | #A01-K,Employme - Out Of Scope,Work visa?,Non-Khmer
Unsolved,2025-08-04,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Documentation,But I don't have a bank statement in Cambodia,Non-Khmer
Unsolved,2026-02-13,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE02|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2025-12-31,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-02-10,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Documentation,I don’t have a bank account right now,Non-Khmer
Unsolved,2026-02-10,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE02|AU1-F,Documentation,Got it but I don't have a bank account here for statement,Non-Khmer
Unsolved,2026-02-10,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-02-12,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,AUSTE02|AU1-F,Employme - Out Of Scope,"Good afternoon sir, yes I used to go to Australia once for Educational Trip and I want to ask if any possibilities to get a visa that I can stay and work there",Non-Khmer
Unsolved,2026-02-05,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,I want to go to Australia with a work visa?,Non-Khmer
Unsolved,2025-03-13,FOR,Facebook - Explorer Travel Agency,Lost,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Lack of Understanding,I thought you’re the one providing all these documents?,Non-Khmer
Unsolved,2025-08-04,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-03-16,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,DM,Employme - Out Of Scope,Is it possible to travel to Europe from Cambodia on a working visa?,Non-Khmer
Unsolved,2025-03-04,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,DM,Employme - Out Of Scope,"I don't want to go for tour, I want to go for work.",Non-Khmer
